Code,FWSurvival,DeerYear,Sex,BirthWt,MumCode,MotherStatus,MumAge
SAP12,1,2012,1,4.95,RBY02,Winter yeld,10
SAP16,0,2016,1,6.04,RBY02,Summer yeld,14
JAD07,1,2007,1,7.23,RBY03,Naive,4
JAD09,1,2009,2,6.64,RBY03,True yeld,6
JAD12,1,2012,2,8.1,RBY03,True yeld,9
ONY11,1,2011,2,,RBY05,Summer yeld,6
ONY12,1,2012,2,9.02,RBY05,Milk,7
ONY13,1,2013,1,6.28,RBY05,Milk,8
ONY15,1,2015,1,5.52,RBY05,Milk,10
ONY17,0,2017,1,8.63,RBY05,Milk,12
ONY21,0,2021,2,6.11,RBY05,Milk,16
MUS77,1,1977,1,5.86,RED74,Naive,3
MUS79,1,1979,2,7.77,RED74,True yeld,5
MUS81,1,1981,1,7.54,RED74,True yeld,7
MUS83,1,1983,2,7.43,RED74,True yeld,9
MUS84,1,1984,1,7.14,RED74,Milk,10
MUS85,1,1985,1,7.72,RED74,Milk,11
MUS87,1,1987,2,6.14,RED74,True yeld,13
MUS89,1,1989,2,8.88,RED74,True yeld,15
FEN86,1,1986,2,7.84,RED82,Naive,4
FEN89,1,1989,1,5.44,RED82,True yeld,7
FEN90,1,1990,1,6.04,RED82,Milk,8
FEN91,1,1991,2,6.82,RED82,Milk,9
FEN92,0,1992,2,6.6,RED82,Milk,10
RED72,1,1972,2,7.24,REDYE,Naive,3
RED74,1,1974,1,9.14,REDYE,Milk,5
RED75,1,1975,2,7.32,REDYE,Milk,6
RED77,1,1977,2,6.91,REDYE,Summer yeld,8
RED79,1,1979,2,8.11,REDYE,True yeld,10
RED81,1,1981,2,7.82,REDYE,True yeld,12
RED82,1,1982,1,5.04,REDYE,Milk,13
VER74,1,1974,2,7.46,RGR71,Naive,3
VER78,1,1978,1,7.83,RGR71,Milk,7
VER79,1,1979,1,7.52,RGR71,Milk,8
VER80,1,1980,1,7.91,RGR71,Milk,9
VER81,1,1981,2,9.4,RGR71,Milk,10
VER82,0,1982,1,6.02,RGR71,Milk,11
VER83,0,1983,1,7.4,RGR71,Winter yeld,12
VER84,1,1984,2,7.36,RGR71,Winter yeld,13
RGR71,1,1971,1,7.26,RGRHI,Milk,5
RGR73,1,1973,2,8.38,RGRHI,Milk,7
RGR74,1,1974,2,8.53,RGRHI,Milk,8
RGR75,0,1975,1,8.02,RGRHI,Milk,9
RGR76,0,1976,2,8.08,RGRHI,Winter yeld,10
RGR77,0,1977,1,6.44,RGRHI,Winter yeld,11
RHB20,0,2020,2,7.37,RHE14,True yeld,6
SUN89,0,1989,2,7.12,RHY86,Naive,3
SUN91,1,1991,2,8.08,RHY86,True yeld,5
SUN93,1,1993,1,8.62,RHY86,True yeld,7
SUN94,1,1994,2,8.32,RHY86,Milk,8
SUN96,1,1996,2,9.44,RHY86,True yeld,10
SUN98,1,1998,2,8.58,RHY86,True yeld,12
TAM93,1,1993,1,7.84,RHY88,Summer yeld,5
TAM94,1,1994,2,6.84,RHY88,Milk,6
BTT09,0,2009,2,5.88,RIB05,Naive,4
SFY06,1,2006,1,4.72,ROM02,Naive,4
SIG08,0,2008,2,5.72,RPP03,Summer yeld,5
SPY13,1,2013,2,6.3,RPP08,Milk,5
SPY14,1,2014,1,6.83,RPP08,Milk,6
SPY16,1,2016,2,7.81,RPP08,Milk,8
SPY18,1,2018,1,7.23,RPP08,Milk,10
SPY20,0,2020,1,7.62,RPP08,Milk,12
SLK15,0,2015,1,5.42,RPP11,Summer yeld,4
COR81,1,1981,1,11.04,RTN73,Summer yeld,8
RET78,0,1978,2,7.22,RTN74,Naive,4
RTN74,1,1974,1,7.86,RTNIC,Milk,11
RTN76,1,1976,2,7.65,RTNIC,Summer yeld,13
SAE17,0,2017,2,4.68,RUB12,Naive,5
RPP03,1,2003,1,6.05,RUF00,Naive,3
RPP06,1,2006,2,6.9,RUF00,Summer yeld,6
RPP09,1,2009,2,7.34,RUF00,Milk,9
RPP10,0,2010,1,6.59,RUF00,Milk,10
RPP11,1,2011,1,6.23,RUF00,Winter yeld,11
RPP12,1,2012,1,5.79,RUF00,Milk,12
RPP13,0,2013,1,7,RUF00,Milk,13
CET06,0,2006,1,4.65,RUF02,Naive,4
CET07,0,2007,1,5.86,RUF02,Winter yeld,5
CET08,0,2008,2,6.64,RUF02,Winter yeld,6
CET09,0,2009,2,5.23,RUF02,Winter yeld,7
CET10,0,2010,1,5.94,RUF02,Winter yeld,8
CET12,1,2012,1,5.42,RUF02,Winter yeld,10
CET14,0,2014,2,6.16,RUF02,Summer yeld,12
CET17,0,2017,1,5.18,RUF02,Summer yeld,15
CET22,0,2022,2,5.29,RUF02,True yeld,20
EDD13,1,2013,1,4.61,RUF09,Naive,4
EDD14,1,2014,2,5.38,RUF09,Milk,5
CNN04,0,2004,1,3.89,RUM01,Naive,3
CNN06,1,2006,1,5.53,RUM01,True yeld,5
CNN09,0,2009,2,6.54,RUM01,Winter yeld,8
CNN11,0,2011,1,7.06,RUM01,True yeld,10
SDY13,1,2013,1,7.21,RUM09,Naive,4
SDY14,1,2014,1,5.81,RUM09,Milk,5
SDY19,1,2019,1,7.82,RUM09,True yeld,10
SDY21,0,2021,1,6.92,RUM09,Milk,12
OCH83,1,1983,2,6.42,SAF80,Naive,3
OCH85,1,1985,1,7.61,SAF80,True yeld,5
OCH87,1,1987,1,7.06,SAF80,True yeld,7
OCH90,1,1990,1,7.31,SAF80,Summer yeld,10
OCH92,1,1992,2,7.38,SAF80,True yeld,12
OCH98,1,1998,2,8.26,SAF80,True yeld,18
SPL97,1,1997,2,6.84,SAM94,Naive,3
SPL99,1,1999,2,6.84,SAM94,Milk,5
SPL04,1,2004,2,8.35,SAM94,Milk,10
SPL06,1,2006,2,7.8,SAM94,True yeld,12
PRL17,1,2017,1,6.96,SAP12,Naive,5
PRL18,1,2018,2,5.74,SAP12,Milk,6
PRL19,1,2019,2,7.68,SAP12,Milk,7
NIV02,0,2002,2,3.82,SAX97,Summer yeld,5
DRP04,1,2004,1,7.22,SAX99,Summer yeld,5
PEC81,1,1981,1,7.52,SCO76,Summer yeld,5
PEC89,1,1989,2,8.42,SCO76,True yeld,13
PEC90,1,1990,2,6.68,SCO76,Milk,14
OTT89,1,1989,1,5.6,SCO83,Summer yeld,6
SCO78,1,1978,2,5.86,SCOLL,Milk,11
SCO79,1,1979,1,4.78,SCOLL,Milk,12
SCO83,1,1983,1,5.12,SCOLL,True yeld,16
MIC08,1,2008,2,6.14,SCR04,Naive,4
MIC11,1,2011,2,8.74,SCR04,Summer yeld,7
MIC17,0,2017,1,7.34,SCR04,Summer yeld,13
TLS11,0,2011,2,7,SCR06,Naive,5
TLS15,1,2015,2,7.58,SCR06,True yeld,9
TLS17,1,2017,2,9.22,SCR06,Summer yeld,11
SAG03,1,2003,2,8.11,SEM95,True yeld,8
SAG04,0,2004,1,6.74,SEM95,Milk,9
SAG13,0,2013,1,6.02,SEM95,True yeld,18
TWE91,1,1991,1,5.08,SEP84,Summer yeld,7
SOX04,1,2004,1,5.1,SEQ01,Naive,3
SOX06,1,2006,2,4.48,SEQ01,True yeld,5
SOX07,1,2007,2,6.8,SEQ01,Milk,6
SOX08,1,2008,1,8.84,SEQ01,Milk,7
SOX10,1,2010,1,6.26,SEQ01,Milk,9
SOX11,1,2011,2,6.86,SEQ01,Milk,10
SOX12,1,2012,1,7.33,SEQ01,Milk,11
SOX13,0,2013,2,7.14,SEQ01,Milk,12
SOX15,1,2015,2,6.41,SEQ01,Milk,14
SOX16,1,2016,2,7.26,SEQ01,Milk,15
NAV08,1,2008,1,5.22,SEQ05,Naive,3
NAV09,1,2009,2,5.93,SEQ05,Milk,4
NAV10,1,2010,2,5.68,SEQ05,Milk,5
NAV16,1,2016,2,6.84,SEQ05,Milk,11
NAV17,1,2017,2,6.84,SEQ05,Milk,12
NAV18,1,2018,1,5.38,SEQ05,Milk,13
CED99,1,1999,1,6.24,SEQ95,Naive,4
CED02,1,2002,1,6.08,SEQ95,True yeld,7
CED03,1,2003,1,6.71,SEQ95,Milk,8
CED04,1,2004,1,6.81,SEQ95,Milk,9
YOS01,1,2001,1,6.32,SEQ96,Summer yeld,5
YOS03,1,2003,2,8.02,SEQ96,True yeld,7
YOS05,1,2005,2,8.03,SEQ96,True yeld,9
YOS07,1,2007,2,7.48,SEQ96,True yeld,11
YOS10,1,2010,1,6.35,SEQ96,True yeld,14
APA04,0,2004,2,6.28,SEQ99,Naive,5
APA05,0,2005,1,3.88,SEQ99,Winter yeld,6
APA07,1,2007,2,6.12,SEQ99,True yeld,8
APA12,1,2012,2,7.3,SEQ99,True yeld,13
SEE93,1,1993,1,4.81,SES89,Naive,4
BGE20,1,2020,2,7.18,SHO16,Naive,4
BGE22,0,2022,1,6.54,SHO16,True yeld,6
MCC21,1,2021,1,7.36,SHO17,Naive,4
SIS91,0,1991,2,6.99,SIC78,True yeld,13
FIE87,1,1987,1,5.88,SIE82,Naive,5
FIE92,0,1992,2,6.36,SIE82,True yeld,10
BRS02,0,2002,1,4.53,SKI94,Summer yeld,8
TOK15,0,2015,1,4.05,SLA07,Milk,8
TOK17,0,2017,2,4.44,SLA07,Milk,10
BBA17,0,2017,1,5.06,SLA12,Naive,5
WLK13,0,2013,2,6.33,SLL07,True yeld,6
WLK14,0,2014,2,6.46,SLL07,Winter yeld,7
WLK15,0,2015,2,6.21,SLL07,Winter yeld,8
WLK16,0,2016,2,6.55,SLL07,Winter yeld,9
WLK20,1,2020,1,6.21,SLL07,True yeld,13
WLK22,0,2022,1,5.05,SLL07,True yeld,15
GNB04,0,2004,2,6.38,SLO01,Naive,3
GNB07,1,2007,1,7.74,SLO01,True yeld,6
GNB08,1,2008,2,7.73,SLO01,Milk,7
GNB13,0,2013,2,7.64,SLO01,Milk,12
DAW09,1,2009,2,6.04,SLO05,Naive,4
DAW14,0,2014,2,6.81,SLO05,True yeld,9
DAW16,1,2016,1,6.4,SLO05,True yeld,11
MAL91,0,1991,2,6.26,SME84,Summer yeld,7
MAL93,1,1993,1,6.75,SME84,True yeld,9
MAL95,1,1995,2,5.68,SME84,True yeld,11
GLE16,1,2016,1,6.55,SML13,Naive,3
GLE20,1,2020,1,6.04,SML13,True yeld,7
GLE21,1,2021,1,6.33,SML13,Milk,8
CAP84,1,1984,1,6.9,SNI77,True yeld,7
CAP85,0,1985,1,6.17,SNI77,Milk,8
PGB74,1,1974,1,8.24,SOB68,Milk,6
PGB77,0,1977,2,5.65,SOB68,Milk,9
PGB83,1,1983,1,7.11,SOB68,True yeld,15
SOB68,1,1968,1,7.48,SOBHR,Naive,7
SOB70,1,1970,2,6.42,SOBHR,Milk,9
SOB71,1,1971,2,5.2,SOBHR,Milk,10
SOB73,1,1973,2,6.44,SOBHR,Milk,12
SOB74,1,1974,2,6.08,SOBHR,Milk,13
DAK13,0,2013,2,5.24,SOX08,Milk,5
DAK15,1,2015,2,8.41,SOX08,Summer yeld,7
DAK16,1,2016,1,6.04,SOX08,Milk,8
WIC13,1,2013,1,6.54,SOX09,Naive,4
WIC17,0,2017,2,6.84,SOX09,Summer yeld,8
WIC19,1,2019,2,7.88,SOX09,True yeld,10
WIC20,1,2020,1,6.82,SOX09,Milk,11
WIC21,0,2021,2,6.14,SOX09,Milk,12
NEC02,1,2002,2,5.32,SPL98,Naive,4
NEC05,1,2005,1,6.28,SPL98,Milk,7
NEC06,1,2006,2,6.48,SPL98,Milk,8
NEC08,1,2008,1,8.61,SPL98,True yeld,10
VEC19,0,2019,2,5.3,SPY14,True yeld,5
DRO21,0,2021,2,4.96,SPY15,Milk,6
SPS21,1,2021,1,5.03,SPY18,Naive,3
SPS22,0,2022,2,6.87,SPY18,Milk,4
BIT03,0,2003,2,6.96,SQU97,True yeld,6
OXA95,1,1995,1,6.32,SRL91,Naive,4
OXA96,1,1996,2,7.12,SRL91,Milk,5
OXA99,1,1999,1,8.12,SRL91,True yeld,8
BMB10,1,2010,1,6.62,SSK06,Naive,4
BMB13,1,2013,1,6.92,SSK06,Winter yeld,7
NEB01,0,2001,1,4.22,STA97,Naive,4
NEB03,1,2003,2,6.64,STA97,True yeld,6
NEB06,1,2006,2,5.27,STA97,True yeld,9
DUB06,0,2006,2,4.62,STI02,Naive,4
DUB13,1,2013,1,6.68,STI02,Winter yeld,11
DUB14,1,2014,1,7.78,STI02,Milk,12
DUB15,1,2015,1,6.15,STI02,Milk,13
DUB16,1,2016,1,7.44,STI02,Milk,14
CLW99,0,1999,1,,STI94,Summer yeld,5
CLW00,1,2000,2,6.44,STI94,Winter yeld,6
CLW04,0,2004,2,5.44,STI94,Milk,10
CLW06,1,2006,2,6.78,STI94,True yeld,12
RUM99,0,1999,1,3.5,STI96,Naive,3
RUM03,1,2003,2,6.06,STI96,True yeld,7
RUM07,1,2007,2,5.74,STI96,Winter yeld,11
TEM16,0,2016,2,5.64,STN12,Summer yeld,4
OPA99,1,1999,1,5.76,STO96,Naive,3
OPA01,0,2001,1,8.28,STO96,True yeld,5
OPA03,1,2003,1,7.6,STO96,True yeld,7
OPA04,0,2004,1,6.73,STO96,Milk,8
OPA06,0,2006,1,7.82,STO96,True yeld,10
OPA07,1,2007,1,6.52,STO96,Winter yeld,11
OPA11,0,2011,2,7.92,STO96,Summer yeld,15
RBY02,1,2002,1,7.09,STO98,Naive,4
RBY03,1,2003,1,6.22,STO98,Milk,5
RBY05,1,2005,1,6.46,STO98,True yeld,7
RBY06,1,2006,2,6.32,STO98,Milk,8
RBY07,1,2007,2,5.93,STO98,Milk,9
RBY09,0,2009,1,5.18,STO98,True yeld,11
RBY10,0,2010,2,4.91,STO98,Winter yeld,12
RBY12,1,2012,2,6.84,STO98,True yeld,14
CCL07,1,2007,2,7.04,STR00,Summer yeld,7
MNS01,0,2001,2,5.7,STR96,Naive,5
MNS03,1,2003,1,7.71,STR96,True yeld,7
MNS06,1,2006,2,7.54,STR96,True yeld,10
MNS09,1,2009,2,6.94,STR96,True yeld,13
FOU97,1,1997,2,5.54,SUL90,True yeld,7
FOU99,0,1999,2,5.48,SUL90,True yeld,9
FOU01,0,2001,1,4.84,SUL90,Summer yeld,11
FOU03,0,2003,1,4.24,SUL90,True yeld,13
GAN00,1,2000,2,6.15,SUL94,Summer yeld,6
GAN03,0,2003,1,6.64,SUL94,True yeld,9
GAN05,1,2005,2,7.12,SUL94,Summer yeld,11
GAN06,0,2006,1,5.22,SUL94,Milk,12
HON97,1,1997,2,5.88,SUN93,Naive,4
HON00,1,2000,1,8.06,SUN93,Summer yeld,7
HON02,1,2002,2,6.3,SUN93,True yeld,9
HON04,1,2004,2,7.43,SUN93,True yeld,11
HON06,1,2006,1,8.18,SUN93,True yeld,13
ALD91,1,1991,1,6.09,SUR87,Naive,4
ALD93,1,1993,2,7.34,SUR87,True yeld,6
ALD94,1,1994,1,6.28,SUR87,Milk,7
ALD96,1,1996,2,7.42,SUR87,Milk,9
ALD98,1,1998,1,6.54,SUR87,True yeld,11
ALD99,1,1999,2,7.23,SUR87,Milk,12
ALD01,1,2001,1,7.12,SUR87,True yeld,14
SEY92,1,1992,1,5.98,SUR89,Naive,3
HAW96,1,1996,2,7.64,SUR91,True yeld,5
HAW99,1,1999,2,10.48,SUR91,True yeld,8
HAW00,0,2000,1,7.23,SUR91,Milk,9
MNT99,1,1999,1,5.85,SUR95,Naive,4
MNT01,1,2001,1,5.54,SUR95,True yeld,6
MNT03,1,2003,2,8.01,SUR95,True yeld,8
MNT04,1,2004,1,7.02,SUR95,Milk,9
MNT06,1,2006,1,8.66,SUR95,True yeld,11
MNT08,1,2008,1,9.2,SUR95,True yeld,13
MNT09,1,2009,1,8.08,SUR95,Milk,14
MNT11,1,2011,1,8.01,SUR95,True yeld,16
ICE03,1,2003,2,7.24,SUR99,Naive,4
RIE21,0,2021,1,5.32,SVG17,Naive,4
SWA98,1,1998,2,7.46,SWI88,True yeld,10
SWA02,1,2002,2,5.03,SWI88,Summer yeld,14
VNT15,1,2015,1,4.25,SWT11,Naive,4
SEQ95,1,1995,1,6.86,SYC91,Naive,4
SEQ96,1,1996,1,6.44,SYC91,Milk,5
SEQ98,1,1998,2,9.46,SYC91,Summer yeld,7
SEQ99,1,1999,1,6.76,SYC91,Milk,8
SEQ01,1,2001,1,6.24,SYC91,True yeld,10
SEQ03,1,2003,2,7.76,SYC91,True yeld,12
SEQ07,1,2007,2,7.23,SYC91,True yeld,16
PIN74,1,1974,2,6.62,TAL70,Naive,4
PIN78,1,1978,2,6.33,TAL70,Summer yeld,8
PIN80,0,1980,1,6.12,TAL70,True yeld,10
PIN83,0,1983,1,4.22,TAL70,True yeld,13
TEA74,0,1974,2,5.36,TAL71,Naive,3
TEA76,1,1976,1,6.04,TAL71,True yeld,5
TEA78,1,1978,1,7.59,TAL71,True yeld,7
TEA80,1,1980,2,7.44,TAL71,True yeld,9
TEA82,0,1982,2,5.78,TAL71,True yeld,11
TAC79,0,1979,1,3.52,TAL73,Summer yeld,6
SAX97,1,1997,1,6.96,TAM93,Naive,4
SAX98,1,1998,1,6.68,TAM93,Milk,5
SAX99,1,1999,1,6.62,TAM93,Milk,6
SAX00,1,2000,1,7.2,TAM93,Milk,7
BON83,1,1983,2,6.38,TBONE,Milk,9
WIG81,0,1981,2,6.25,TEA76,Summer yeld,5
WIG83,0,1983,2,6.62,TEA76,True yeld,7
WIG85,1,1985,2,6.18,TEA76,True yeld,9
WIG88,0,1988,2,5.94,TEA76,Summer yeld,12
SME84,1,1984,1,3.9,TEA78,Summer yeld,6
SME87,1,1987,1,4.58,TEA78,Summer yeld,9
SME90,0,1990,2,6.54,TEA78,True yeld,12
PIP98,0,1998,2,8.48,TEL90,Milk,8
SUL88,0,1988,1,7.12,TER80,Milk,8
SUL89,1,1989,2,6.82,TER80,Winter yeld,9
SUL90,1,1990,1,7.21,TER80,Milk,10
SUL92,0,1992,2,6.94,TER80,Summer yeld,12
SUL94,1,1994,1,6.44,TER80,True yeld,14
SUL96,1,1996,1,8.22,TER80,True yeld,16
SWI89,1,1989,1,4.82,TER83,Milk,6
SWI91,0,1991,2,6.74,TER83,True yeld,8
SWI92,0,1992,2,5.18,TER83,Winter yeld,9
PRA89,1,1989,1,7.14,TER84,Summer yeld,5
PRA91,1,1991,1,7.97,TER84,True yeld,7
KIT90,1,1990,1,4.02,TER85,Naive,5
KIT91,0,1991,2,5.12,TER85,Milk,6
KIT92,0,1992,1,4.64,TER85,Winter yeld,7
KIT95,1,1995,1,5.08,TER85,True yeld,10
KIT96,1,1996,2,4.74,TER85,Milk,11
FRE83,1,1983,1,6.68,THO78,Summer yeld,5
FRE87,1,1987,2,6.44,THO78,True yeld,9
FRE89,1,1989,1,5.48,THO78,True yeld,11
FRE90,1,1990,2,6.81,THO78,Milk,12
IDU84,1,1984,2,6.24,THO80,Summer yeld,4
ATH85,1,1985,2,5.1,THO81,Naive,4
ATH87,1,1987,1,6.36,THO81,True yeld,6
ATH89,1,1989,1,5.83,THO81,True yeld,8
ATH91,1,1991,2,5.82,THO81,True yeld,10
ATH94,0,1994,2,6.98,THO81,True yeld,13
SUR86,1,1986,2,7.54,THO82,Naive,4
SUR87,1,1987,1,6.76,THO82,Milk,5
SUR91,1,1991,1,8.02,THO82,True yeld,9
SUR92,0,1992,2,8.15,THO82,Milk,10
SUR94,1,1994,2,9.32,THO82,True yeld,12
SUR97,1,1997,2,9.13,THO82,True yeld,15
SUR99,1,1999,1,6.65,THO82,True yeld,17
SOL89,1,1989,2,7.46,THO84,Summer yeld,5
SOL93,1,1993,2,8.68,THO84,Summer yeld,9
SOL96,1,1996,2,8.14,THO84,True yeld,12
SOL98,1,1998,2,8.02,THO84,True yeld,14
APH91,1,1991,1,7.22,THO86,Summer yeld,5
APH93,1,1993,1,7.54,THO86,Summer yeld,7
APH94,1,1994,1,7.91,THO86,Milk,8
APH95,1,1995,1,6.62,THO86,Milk,9
APH96,1,1996,1,6.4,THO86,Milk,10
APH98,1,1998,1,8.74,THO86,True yeld,12
TSL00,1,2000,2,5.12,THS96,Naive,4
MRG03,1,2003,1,5.98,THS98,Naive,5
MRG06,0,2006,1,5.91,THS98,True yeld,8
TIN95,1,1995,1,5.15,THU91,Naive,4
TIN97,1,1997,2,5.32,THU91,True yeld,6
TIN98,1,1998,1,6.32,THU91,Milk,7
TIN00,1,2000,1,6.03,THU91,True yeld,9
TIN02,1,2002,1,6.56,THU91,True yeld,11
TIN04,1,2004,1,6.24,THU91,True yeld,13
TIN06,0,2006,1,5.94,THU91,True yeld,15
RAP97,1,1997,1,6.68,THU94,Naive,3
RAP98,1,1998,2,7.44,THU94,Milk,4
RAP00,1,2000,2,9.08,THU94,True yeld,6
RAP02,1,2002,2,7.8,THU94,True yeld,8
RAP03,1,2003,1,7.98,THU94,Milk,9
RAP06,1,2006,1,7.08,THU94,True yeld,12
LIL00,1,2000,1,5.43,THU96,Naive,4
LIL04,1,2004,1,6.12,THU96,True yeld,8
LIL06,1,2006,1,6.94,THU96,True yeld,10
LIL07,0,2007,1,7.24,THU96,Milk,11
LIL09,0,2009,2,6.58,THU96,True yeld,13
QTZ12,1,2012,1,5.3,TIC07,Naive,5
QTZ19,0,2019,1,7.4,TIC07,True yeld,12
MDR02,1,2002,1,6.64,TIK98,Naive,4
GYP05,1,2005,2,7.04,TIN00,Summer yeld,5
GYP07,1,2007,1,6.78,TIN00,True yeld,7
GYP09,1,2009,2,7.08,TIN00,True yeld,9
GYP11,1,2011,2,7.42,TIN00,True yeld,11
GYP13,1,2013,2,6.24,TIN00,True yeld,13
GYP16,0,2016,2,6.1,TIN00,True yeld,16
BEL08,1,2008,2,6.84,TIN02,Naive,6
TRX12,1,2012,1,6.98,TIN04,True yeld,8
TRX13,0,2013,2,5.94,TIN04,Milk,9
ROM98,1,1998,2,3.84,TIN95,Naive,3
ROM02,1,2002,1,6.02,TIN95,True yeld,7
CND02,1,2002,1,6.23,TIN98,Naive,4
CND03,1,2003,1,6.62,TIN98,Milk,5
CND04,1,2004,1,7.4,TIN98,Milk,6
CND06,1,2006,1,7.54,TIN98,True yeld,8
CND07,1,2007,2,7.85,TIN98,Milk,9
CND08,1,2008,2,7.12,TIN98,Milk,10
CND13,1,2013,2,6.59,TIN98,Milk,15
CND14,0,2014,1,5.44,TIN98,Milk,16
CND15,1,2015,1,5.11,TIN98,Winter yeld,17
TNY88,0,1988,1,7.9,TIT84,Naive,4
TNY90,0,1990,2,7.55,TIT84,True yeld,6
TNY91,1,1991,1,6.66,TIT84,Winter yeld,7
TNY93,1,1993,2,7.26,TIT84,True yeld,9
TNY94,1,1994,2,7.12,TIT84,Milk,10
KAR02,1,2002,2,7.82,TKN94,True yeld,8
MTT04,0,2004,2,7.44,TNG99,Naive,5
MTT06,1,2006,2,6.71,TNG99,True yeld,7
MTT08,1,2008,1,6.21,TNG99,True yeld,9
MTT14,0,2014,2,5.9,TNG99,True yeld,15
ASP77,1,1977,2,6.28,TOR72,Summer yeld,5
ASP78,1,1978,1,4.78,TOR72,Milk,6
ASP83,1,1983,2,5.22,TOR72,Summer yeld,11
TYS79,0,1979,2,4.96,TOR75,Naive,4
TYS81,0,1981,1,6.72,TOR75,True yeld,6
TYS83,1,1983,2,6.42,TOR75,Summer yeld,8
TYS84,1,1984,1,7.38,TOR75,Milk,9
TYS85,1,1985,2,6.64,TOR75,Milk,10
TYS87,0,1987,2,6.37,TOR75,True yeld,12
TYS89,1,1989,2,6.66,TOR75,True yeld,14
LOB82,0,1982,2,4.8,TOR78,Naive,4
LOB85,0,1985,1,6.64,TOR78,Summer yeld,7
LOB86,1,1986,1,5.22,TOR78,Winter yeld,8
LOB88,0,1988,1,5.44,TOR78,Winter yeld,10
LOB89,0,1989,1,3.94,TOR78,Winter yeld,11
SAO02,1,2002,1,5.98,TOS96,Winter yeld,6
KNO90,0,1990,2,5.26,TRK87,Naive,3
KNO99,1,1999,2,,TRK87,True yeld,12
TOR72,1,1972,1,5.32,TRN69,Naive,3
TOR75,1,1975,1,5.88,TRN69,Milk,6
TOR76,1,1976,2,6.96,TRN69,Milk,7
TOR77,1,1977,2,6.74,TRN69,Milk,8
TOR78,1,1978,1,7.16,TRN69,Milk,9
TOR79,0,1979,2,6.28,TRN69,Milk,10
TOR80,0,1980,2,6.74,TRN69,Winter yeld,11
TER75,1,1975,2,5.23,TRN72,Naive,3
TER80,1,1980,1,6.28,TRN72,Milk,8
PLO77,1,1977,1,3.96,TRN74,Naive,3
PLO79,1,1979,2,5.24,TRN74,True yeld,5
PLO82,1,1982,1,6.46,TRN74,True yeld,8
PLO84,1,1984,2,6.44,TRN74,True yeld,10
PLO86,0,1986,2,5.25,TRN74,True yeld,12
PLO88,0,1988,1,4.94,TRN74,True yeld,14
TRN71,1,1971,2,4.68,TRNRI,Summer yeld,7
TRN74,1,1974,1,6.34,TRNRI,Milk,10
TRN75,1,1975,2,4.64,TRNRI,Milk,11
TRN77,1,1977,2,5.31,TRNRI,Summer yeld,13
TRN80,0,1980,1,4.98,TRNRI,True yeld,16
DTN04,1,2004,1,5.73,TRT00,Naive,4
MNG12,1,2012,2,7.82,TRT03,Summer yeld,9
MNG13,0,2013,2,,TRT03,Milk,10
CHN01,1,2001,2,7.36,TRT97,Naive,4
CHN03,1,2003,1,8.4,TRT97,True yeld,6
CHN05,1,2005,2,8.82,TRT97,Summer yeld,8
CHN06,1,2006,1,7.92,TRT97,Milk,9
CHN08,1,2008,2,8.94,TRT97,True yeld,11
PRC06,1,2006,1,8.82,TRT98,Summer yeld,8
PRC07,1,2007,1,8.08,TRT98,Milk,9
PRC09,1,2009,1,7.42,TRT98,True yeld,11
PRC12,1,2012,1,7.4,TRT98,Summer yeld,14
HUR14,0,2014,2,5.96,TSU10,Naive,4
HAL87,1,1987,1,6.62,TUR83,Naive,4
HAL90,1,1990,1,7.62,TUR83,True yeld,7
HAL95,1,1995,1,7.34,TUR83,Milk,12
HAL96,1,1996,2,8.56,TUR83,Milk,13
HAL98,1,1998,2,8.58,TUR83,True yeld,15
HAL99,0,1999,2,5.16,TUR83,Milk,16
MAS90,1,1990,2,7.61,TUR85,Naive,5
MAS92,0,1992,1,6.74,TUR85,True yeld,7
MAS99,1,1999,1,7.18,TUR85,True yeld,14
CRC91,1,1991,1,7.02,TUR87,Naive,4
CNE05,0,2005,2,6.68,TUS01,Milk,4
TOO00,1,2000,2,6.82,TUS96,Naive,4
CMA14,1,2014,2,7.24,TWX08,Naive,6
CUC84,1,1984,1,8.06,UMB80,Naive,4
CUC85,0,1985,2,8.12,UMB80,Milk,5
CUC87,1,1987,2,7.4,UMB80,True yeld,7
CUC90,1,1990,2,7.3,UMB80,True yeld,10
CUC91,1,1991,1,7.32,UMB80,Milk,11
CUC93,0,1993,2,5.6,UMB80,True yeld,13
CUC94,0,1994,1,7.36,UMB80,Winter yeld,14
THU91,1,1991,1,6.1,UMB84,Naive,7
THU94,1,1994,1,7.02,UMB84,True yeld,10
THU96,1,1996,1,6.88,UMB84,True yeld,12
MOY74,1,1974,1,6.26,UPR68,Milk,6
MOY75,0,1975,2,6.25,UPR68,Milk,7
MOY76,1,1976,1,6.34,UPR68,Winter yeld,8
MOY77,1,1977,1,5.92,UPR68,Milk,9
MOY78,1,1978,1,7.23,UPR68,Milk,10
MOY79,1,1979,2,6.58,UPR68,Milk,11
MOY81,0,1981,1,5.11,UPR68,True yeld,13
MOY82,1,1982,1,5.66,UPR68,Winter yeld,14
BAR75,1,1975,2,6.96,UPR71,Naive,4
BAR76,1,1976,2,6.93,UPR71,Milk,5
BAR77,1,1977,2,6.44,UPR71,Milk,6
BAR78,1,1978,2,7.84,UPR71,Milk,7
BAR79,1,1979,1,6.34,UPR71,Milk,8
BAR80,1,1980,1,6.92,UPR71,Milk,9
